"674bd49c339713c2155e8708","15234","2024-12-01 03:14:36.156000","2024-12-01 04:25:06.911000","Android","12","SM-G975U1","false","40.740283","-73.9922993","New York","New York","8600000US10011","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674bd49c89f0111de76a1908","15234","2024-12-01 03:14:36.156000","2024-12-01 04:25:06.911000","Android","12","SM-G975U1","false","40.740283","-73.9922993","New York","New York","8600000US10011","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674bd49c31b94d747c82a2a4","15234","2024-12-01 03:14:36.156000","2024-12-02 06:49:25.687000","Android","12","SM-G975U1","false","40.740283","-73.9922993","New York","New York","8600000US10011","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674bbec3ad003e4a0c2d76c2","15234","2024-12-01 01:41:23.768000","2024-12-01 03:00:57.399000","Android","12","SM-G975U1","false","40.7386824","-73.9937493","New York","New York","8600000US10011","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674bb9610949a21067ecb756","15234","2024-12-01 01:18:25.963000","2024-12-01 03:08:35.403000","Android","12","SM-G975U1","false","40.7376335","-73.9911981","New York","New York","8600000US10003","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674bac2ec5cec7a9d26d3004","15234","2024-12-01 00:22:06.179000","2024-12-01 01:31:04.195000","Android","12","SM-G975U1","false","40.7374742","-73.9911821","New York","New York","8600000US10003","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674ba755331f8ef7c04dd481","15234","2024-12-01 00:01:25.347000","2024-12-01 00:07:31.369000","Android","12","SM-G975U1","false","40.7140171","-73.95059","Brooklyn","New York","8600000US11211","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674ba3cb1ba90a27a05a2e80","15234","2024-11-30 23:46:19.252000","2024-11-30 23:51:53.013000","Android","12","SM-G975U1","false","40.7442697","-73.9491197","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674b5663f7656a6469ccb9a9","15234","2024-11-30 18:16:03.666000","2024-11-30 23:36:19.009000","Android","12","SM-G975U1","false","40.7432927","-73.9582351","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674b53a69f6ebe570710ce84","15234","2024-11-30 18:04:22.385000","2024-11-30 18:12:22.627000","Android","12","SM-G975U1","false","40.7423672","-73.955374","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674a852da57e22ccc383acb4","15234","2024-11-30 03:23:25.777000","2024-11-30 18:00:22.476000","Android","12","SM-G975U1","false","40.7432765","-73.9582505","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674a852d984611a538ffc18b","15234","2024-11-30 03:23:25.777000","2024-11-30 18:00:22.476000","Android","12","SM-G975U1","false","40.7432765","-73.9582505","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674a7bb0c29327b0538a0270","15234","2024-11-30 02:42:56.433000","2024-11-30 23:47:23.408000","Android","12","SM-G975U1","false","40.743572","-73.9535989","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674a7761a98d52c16c5ffd0a","15234","2024-11-30 02:24:33.169000","2024-11-30 03:16:18.379000","Android","12","SM-G975U1","false","40.743572","-73.9535989","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674953fa894acc897cdaad5f","15234","2024-11-29 05:41:14.952000","2024-11-30 02:22:33.077000","Android","12","SM-G975U1","false","40.7433175","-73.9582385","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674953fabb1d607e9e6c5c18","15234","2024-11-29 05:41:14.952000","2024-11-30 02:22:33.077000","Android","12","SM-G975U1","false","40.7433175","-73.9582385","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6749529222d3e8a297cec696","15234","2024-11-29 05:35:14.782000","2024-11-29 05:37:14.834000","Android","12","SM-G975U1","false","40.7431137","-73.9563629","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674950a2a61d0bebbb17f654","15234","2024-11-29 05:26:58.770000","2024-11-29 05:32:06.720000","Android","12","SM-G975U1","false","40.7515911","-73.976263","New York","New York","8600000US10170","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674942704809912eee03600a","15234","2024-11-29 04:26:24.621000","2024-11-29 04:39:33.839000","Android","12","SM-G975U1","false","40.9341333","-73.7585335","Larchmont","New York","8600000US10538","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6748d7fccfce7377a6d88633","15234","2024-11-28 20:52:12.203000","2024-11-29 04:18:22.576000","Android","12","SM-G975U1","false","40.9196455","-73.7605184","New Rochelle","New York","8600000US10801","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6748d353dee98070c829681b","15234","2024-11-28 20:32:19.130000","2024-11-28 20:48:12.051000","Android","12","SM-G975U1","false","40.9331371","-73.7588051","Larchmont","New York","8600000US10538","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6748d083604cc171751357a9","15234","2024-11-28 20:20:19.051000","2024-11-28 20:22:19.120000","Android","12","SM-G975U1","false","40.934143","-73.7586666","Larchmont","New York","8600000US10538","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6748c3ba0686ef04415d30cf","15234","2024-11-28 19:25:46.569000","2024-11-28 19:45:41.371000","Android","12","SM-G975U1","false","40.7536356","-73.9764215","New York","New York","8600000US10017","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6748a2728d19a3446734ec5c","15234","2024-11-28 17:03:46.714000","2024-11-28 19:12:30.748000","Android","12","SM-G975U1","false","40.7423796","-73.955354","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747db864b56c1fea73c2a3f","15234","2024-11-28 02:55:02.872000","2024-11-28 16:58:51.581000","Android","12","SM-G975U1","false","40.7433471","-73.9582438","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747c3be1338d72bee4adeb0","15234","2024-11-28 01:13:34.032000","2024-11-28 02:42:44.462000","Android","12","SM-G975U1","false","40.7452006","-73.9534112","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747c3be34798e9c79fef56e","15234","2024-11-28 01:13:34.032000","2024-11-29 04:28:33.004000","Android","12","SM-G975U1","false","40.7452006","-73.9534112","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747bef1b90509ff2d3c64db","15234","2024-11-28 00:53:05.273000","2024-11-28 01:01:05.413000","Android","12","SM-G975U1","false","40.743359","-73.9586947","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747be01c6d41d9adc82b84f","15234","2024-11-28 00:49:05.140000","2024-11-28 00:51:05.225000","Android","12","SM-G975U1","false","40.7452398","-73.9576675","Queens","New York","8600000US11109","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6747b7e46874e23a61c8ba55","15234","2024-11-28 00:23:00.638000","2024-11-28 00:47:02.968000","Android","12","SM-G975U1","false","40.7453966","-73.9555544","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674757245c29f1c7d2531630","15234","2024-11-27 17:30:12.900000","2024-11-27 17:39:20.949000","Android","12","SM-G975U1","false","40.7430043","-73.954225","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6746819eaf39d0b40c07d696","15234","2024-11-27 02:19:10.252000","2024-11-28 00:19:00.570000","Android","12","SM-G975U1","false","40.7433075","-73.9582393","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6746819ef6e07027c44a2144","15234","2024-11-27 02:19:10.252000","2024-11-28 00:19:00.570000","Android","12","SM-G975U1","false","40.7433075","-73.9582393","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6746702d6bd4122f83ed681c","15234","2024-11-27 01:04:45.652000","2024-11-27 02:06:12.823000","Android","12","SM-G975U1","false","40.7463119","-73.9531408","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674601af941f5d01abc6c817","15234","2024-11-26 17:13:19.940000","2024-11-26 17:22:54.231000","Android","12","SM-G975U1","false","40.7430102","-73.9542312","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674538adb057316b264fa01e","15234","2024-11-26 02:55:41.068000","2024-11-27 00:51:23.326000","Android","12","SM-G975U1","false","40.7433272","-73.958274","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674538ad1084425b88e7c138","15234","2024-11-26 02:55:41.068000","2024-11-27 00:51:23.326000","Android","12","SM-G975U1","false","40.7433272","-73.958274","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6745170e69b1a3462efabf87","15234","2024-11-26 00:32:14.213000","2024-11-26 02:20:13.288000","Android","12","SM-G975U1","false","40.7526796","-73.9398616","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743f96c5358a56eafac00bc","15234","2024-11-25 04:13:32.545000","2024-11-25 23:57:56.824000","Android","12","SM-G975U1","false","40.7433214","-73.9582664","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743f96c77d138dc77eeadf4","15234","2024-11-25 04:13:32.545000","2024-11-25 23:57:56.824000","Android","12","SM-G975U1","false","40.7433214","-73.9582664","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743d899a1f7256d8b9017ff","15234","2024-11-25 01:53:29.509000","2024-11-25 03:18:00.748000","Android","12","SM-G975U1","false","40.7611277","-73.9240435","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743d7e93a86c25729fcb7d0","15234","2024-11-25 01:50:33.594000","2024-11-26 01:16:46.000000","Android","12","SM-G975U1","false","40.7611425","-73.9240419","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743bf07c727fb420738f69d","15234","2024-11-25 00:04:23.544000","2024-11-25 01:17:38.434000","Android","12","SM-G975U1","false","40.7748601","-73.9086459","Queens","New York","8600000US11105","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743b5e03a05ebdaf25c61c4","15234","2024-11-24 23:25:20.427000","2024-11-24 23:26:15.849000","Android","12","SM-G975U1","false","40.7590751","-73.9257741","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743b5e001fbd9fb1c6d7265","15234","2024-11-24 23:25:20.427000","2024-11-24 23:26:15.849000","Android","12","SM-G975U1","false","40.7590751","-73.9257741","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743aef457e34bdbdfc41b65","15234","2024-11-24 22:55:48.999000","2024-11-24 23:22:22.556000","Android","12","SM-G975U1","false","40.7578167","-73.9276628","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6743ac444abb2c204a8b82f6","15234","2024-11-24 22:44:20.000000","2024-11-24 23:22:27.053000","Android","12","SM-G975U1","false","40.7578269","-73.9276558","Queens","New York","8600000US11106","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"67428d7e0ae16e583f4672a6","15234","2024-11-24 02:20:46.083000","2024-11-24 21:54:16.484000","Android","12","SM-G975U1","false","40.7433469","-73.9582081","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"67428d7e4b0efc5d80b0d123","15234","2024-11-24 02:20:46.083000","2024-11-24 21:54:16.484000","Android","12","SM-G975U1","false","40.7433469","-73.9582081","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"674279fff7aaa1ad0ba722a2","15234","2024-11-24 00:57:35.260000","2024-11-24 22:44:54.999000","Android","12","SM-G975U1","false","40.7485579","-73.93907","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"67427829e113db47ca0e9d33","15234","2024-11-24 00:49:45.795000","2024-11-24 01:54:42.751000","Android","12","SM-G975U1","false","40.7485925","-73.939031","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"67423020bfb7a588acaa2314","15234","2024-11-23 19:42:24.085000","2024-11-24 00:23:26.416000","Android","12","SM-G975U1","false","40.7433028","-73.9582743","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"67422a89221c1ab310c73e54","15234","2024-11-23 19:18:33.903000","2024-11-23 19:24:46.592000","Android","12","SM-G975U1","false","40.7424326","-73.9553039","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"6740b5595295b7271eb12143","15234","2024-11-22 16:46:17.723000","2024-11-22 16:48:17.786000","Android","12","SM-G975U1","false","40.7423717","-73.955251","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673fe04b75ac1757354b9f1b","15234","2024-11-22 01:37:15.607000","2024-11-23 19:14:33.824000","Android","12","SM-G975U1","false","40.7433097","-73.9582704","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673fde03a5aaf93d947820c9","15234","2024-11-22 01:27:31.784000","2024-11-22 01:29:31.793000","Android","12","SM-G975U1","false","40.7428968","-73.9540224","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673fda136a0f1126f4701681","15234","2024-11-22 01:10:43.149000","2024-11-23 19:20:03.670000","Android","12","SM-G975U1","false","40.7430967","-73.951537","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673fd28310c44a48784e6ecb","15234","2024-11-22 00:38:27.234000","2024-11-22 01:23:31.614000","Android","12","SM-G975U1","false","40.7431139","-73.9515677","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673f7950e86a264b213eb1da","15234","2024-11-21 18:17:52.104000","2024-11-22 00:32:27.093000","Android","12","SM-G975U1","false","40.7429875","-73.9542026","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673eab0b5de7802ee221cbb4","15234","2024-11-21 03:37:47.803000","2024-11-21 18:13:51.925000","Android","12","SM-G975U1","false","40.7433207","-73.9582705","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673eab0b76e2b5a0571482ae","15234","2024-11-21 03:37:47.803000","2024-11-21 18:13:51.925000","Android","12","SM-G975U1","false","40.7433207","-73.9582705","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673ea25fcf12e03a48f20d94","15234","2024-11-21 03:00:47.177000","2024-11-21 03:05:50.147000","Android","12","SM-G975U1","false","40.7018121","-74.0132457","New York","New York","8600000US10004","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e9565229792a4df1be985","15234","2024-11-21 02:05:25.868000","2024-11-21 02:40:36.935000","Android","12","SM-G975U1","false","40.6440738","-74.0726767","Staten Island","New York","8600000US10301","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e95652b4a91e35c60c307","15234","2024-11-21 02:05:25.868000","2024-11-21 02:40:36.935000","Android","12","SM-G975U1","false","40.6440738","-74.0726767","Staten Island","New York","8600000US10301","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e7bae788be6c83e272301","15234","2024-11-21 00:15:42.957000","2024-11-21 02:56:26.932000","Android","12","SM-G975U1","false","40.6140462","-74.1575511","Staten Island","New York","8600000US10314","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e798418db61703a3a9ad8","15234","2024-11-21 00:06:28.945000","2024-11-21 01:24:28.951000","Android","12","SM-G975U1","false","40.6140027","-74.1575469","Staten Island","New York","8600000US10314","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e7317ccdbb99ddceb9c64","15234","2024-11-20 23:39:03.483000","2024-11-20 23:45:27.993000","Android","12","SM-G975U1","false","40.608033","-74.1530919","Staten Island","New York","8600000US10314","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e69ccdc7d4627b68ceb3b","15234","2024-11-20 22:59:24.483000","2024-11-20 23:15:22.419000","Android","12","SM-G975U1","false","40.6436454","-74.072583","Staten Island","New York","8600000US10301","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e61f89bac3d94646b345a","15234","2024-11-20 22:26:00.351000","2024-11-20 22:32:56.953000","Android","12","SM-G975U1","false","40.7010773","-74.0129961","New York","New York","8600000US10004","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e61f82b08d785e3e25ee6","15234","2024-11-20 22:26:00.351000","2024-11-20 22:32:56.953000","Android","12","SM-G975U1","false","40.7010773","-74.0129961","New York","New York","8600000US10004","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e5f0612d44a4a6d3e9293","15234","2024-11-20 22:13:26.754000","2024-11-20 22:14:20.814000","Android","12","SM-G975U1","false","40.7032246","-74.0087085","New York","New York","8600000US10004","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e5f060d99d7fb9e0bd6af","15234","2024-11-20 22:13:26.754000","2024-11-20 22:14:20.814000","Android","12","SM-G975U1","false","40.7032246","-74.0087085","New York","New York","8600000US10004","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e5c6f435432635b031955","15234","2024-11-20 22:02:23.457000","2024-11-20 22:05:38.539000","Android","12","SM-G975U1","false","40.7033167","-73.9948756","Brooklyn","New York","8600000US11201","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e53ac0ba63711112bb291","15234","2024-11-20 21:25:00.524000","2024-11-20 21:28:59.613000","Android","12","SM-G975U1","false","40.744977","-73.9708714","New York","New York","8600000US10016","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673e4cb325400d2d76f166ad","15234","2024-11-20 20:55:15.729000","2024-11-20 21:17:57.861000","Android","12","SM-G975U1","false","40.7415798","-73.9605527","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673d404548a315092c61dd37","15234","2024-11-20 01:49:57.681000","2024-11-20 20:51:15.988000","Android","12","SM-G975U1","false","40.7432982","-73.9582498","Queens","New York","8600000US11101","US","Home"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
"673d2b1744ff0269b5870779","15234","2024-11-20 00:19:35.515000","2024-11-20 01:11:55.307000","Android","12","SM-G975U1","false","40.7534093","-73.9376672","Queens","New York","8600000US11101","US","Venue"
"id","userId","timeArrived","timeDeparted","os","osVersion","deviceModel","isTraveling","latitude","longitude","city","state","postalCode","countryCode","locationType"
